@RELATION tomcat

@ATTRIBUTE filename		numeric
@ATTRIBUTE codelines	numeric
@ATTRIBUTE cyclomatic	numeric
@ATTRIBUTE isbug		{0, 1}

@data
-172452035,42,1,0
354221556,485,2,0
1787230083,56,1,0
2106944809,148,1,0
162602765,536,2,0
1107694844,206,2,0
417822029,21,1,1
345589731,5,0,0
570892118,18,1,0
1557716071,52,3,0
-2081495884,306,2,0
616942588,78,1,0
-2028323883,150,2,0
1413475810,914,2,0
417822029,21,1,1
86894695,358,2,0
1402943146,494,2,0
-1261236145,23,1,0
1232943586,136,2,0
-2088155856,4,1,0
44921850,16,1,0
1787466291,123,4,0
-913903573,577,1,0
1529983815,66,1,0
333631728,13,1,0
684089041,5,1,0
-755468929,9,1,0
2132432229,8,1,0
980080060,6,1,0
-712238082,392,2,0
184618318,23,1,0
-545546140,4,1,0
1797901043,7,1,0
1346646410,20,1,0
-2079649353,65,1,0
-1463113670,160,3,0
1223307707,63,2,0
-1229564492,12,1,0
632382263,42,2,0
673161884,208,1,0
-147470130,264,5,0
944026211,164,1,0
-332890597,26,2,0
-1760023932,122,2,0
-554374785,5,0,0
-1194041051,79,14,0
-551393441,201,1,0
1892857719,221,1,0
953337773,80,1,0
-1941350042,95,1,0
1984426893,63,1,0
-1816899790,62,1,0
-1682550144,86,1,0
-291015786,31,1,0
154982971,329,4,1
98156867,398,1,0
-1343998208,54,1,0
-659710814,44,1,0
2062032618,102,1,1
1308734666,186,4,0
-423640312,26,1,0
399705702,326,1,0
-1312235958,155,3,0
-583422772,173,2,0
1812879066,106,4,0
1400903476,176,2,0
415139511,27,1,0
207867891,103,3,0
-1881751771,96,3,0
303112908,22,1,0
722307350,118,4,0
1488073969,42,2,0
417822029,21,1,1
1979201145,32,2,0
-1790579283,21,1,0
2145393235,1892,2,0
1891503066,121,1,0
856580878,1012,4,0
-496761371,250,2,0
1945804711,38,1,0
-762203152,8,1,0
946985619,207,1,0
-1355289990,1261,2,0
1502768878,247,3,0
-458822911,394,5,0
206734149,1692,4,1
1862454710,344,1,0
1356036630,377,3,0
-2072075961,93,1,0
-1260615621,1170,5,0
-352285899,191,1,0
524679473,4,0,0
1773184305,38,1,0
-1081095733,667,4,0
623323477,198,1,0
-2096258429,51,1,0
1300862133,132,1,0
-1190907755,199,5,0
-1885109180,167,1,0
-2098065611,17,1,0
484638716,16,1,0
1852456962,60,0,0
-1761268840,16,1,0
423629555,84,1,0
317933034,1232,5,0
-1110455146,77,1,0
-475818940,157,1,0
2010319556,103,3,0
-653121263,60,1,0
-2030371159,490,4,0
916597948,8,1,0
1455389733,3149,4,0
-1815376041,149,1,0
-599888818,1468,4,0
846703142,64,1,0
151772085,71,6,0
-1620215730,360,4,0
-1669516223,223,1,0
240050046,14,1,0
-327199593,33,1,0
-958860177,95,1,0
1134447632,107,1,0
-1551687194,125,1,0
1777707804,59,1,0
-458822911,394,5,0
-1136674205,41,1,0
1864405093,172,1,0
1798050098,225,1,0
-1895319422,469,1,0
-576077273,34,1,0
-404212490,148,1,0
1128679267,1577,1,0
2073181685,7,1,0
-656190999,12,1,0
-65948862,67,1,0
2124540353,174,2,0
-1809519227,127,1,0
2091368058,538,2,0
-2070506538,47,2,0
-1099203489,84,1,0
-411789663,139,6,0
181179077,2790,6,0
337479480,261,4,0
-1598235436,442,1,0
-1489813182,102,2,0
749011215,401,3,0
1229983506,68,1,0
-528011450,72,1,0
1779341427,217,2,0
1597967314,110,1,0
735015614,112,2,0
-897701780,98,3,0
1694733821,8,1,0
2050913,120,2,0
-1857717168,52,1,0
-1827195808,8,1,0
-91393409,15,1,0
1425965195,9,1,0
-432569412,90,2,0
1974302833,44,1,0
1990244061,22,1,0
622710476,9,1,0
-2036572335,116,4,0
-288893841,39,1,0
-193044255,289,1,0
-1880703974,714,2,0
1046222410,166,1,0
-1844129558,75,1,0
-723480859,30,1,0
1541794178,94,2,0
-134200073,121,3,0
-871422458,51,1,0
-1045332943,6,1,0
-1080426933,33,1,0
-733552065,356,2,0
1822228372,295,1,0
494654353,15,1,0
-1485156794,817,4,0
1895674353,55,2,0
-347692382,5,1,0
57180956,28,1,0
376992030,64,3,0
564754453,228,3,0
1420204791,82,3,0
1545775539,356,1,0
-1948999701,74,1,0
-1874061025,54,1,0
-963913519,209,2,1
913569035,249,2,0
537626399,258,3,0
225779903,31,2,0
-1978627325,94,1,0
374625305,75,3,0
-1784270017,14,4,0
320400773,178,1,0
-173744737,79,1,0
-496970283,118,1,0
885155122,62,1,0
-1267731692,53,1,0
-335956636,953,6,0
-2041579047,404,7,0
-400291097,354,1,0
1438869699,680,1,0
1113324918,47,2,0
1486451724,39,1,0
1617230406,133,3,0
1553268145,176,2,0
1282542436,213,1,0
1553268145,176,2,0
-1957229593,92,2,0
-1606784537,178,1,0
-1589929749,390,2,0
-1737206284,49,1,0
-1616090968,33,1,0
-1721029195,697,2,0
1786816995,117,3,0
-475151454,122,3,0
-897701780,98,3,0
-953678193,48,1,0
-1731013434,279,1,0
1625992085,868,2,0
856580878,1012,4,0
-801077002,182,3,0
1599518478,864,1,0
-1429793020,500,6,0
-855631692,115,3,0
28630190,15,1,0
1230651846,286,2,0
1764055220,206,1,0
-1210627763,104,2,0
1455389733,3149,4,0
1945804711,38,1,0
-586693675,48,1,0
220249533,376,2,0
-1892153608,579,1,0
789245191,490,2,0
1099450822,71,1,0
584956792,96,2,0
-230878022,201,3,0
-1857700034,765,2,0
1138317126,24,1,0
1043501123,106,2,0
1024226738,189,33,0
1968239128,295,1,0
-1519220985,175,4,0
1402943146,494,2,0
-1737206284,49,1,0
1987291621,16,1,0
-2093540707,198,1,0
-1485156794,817,4,0
-1386701740,118,2,0
-955887144,209,1,0
-806812836,229,1,0
-1546275511,158,4,0
-1006863810,192,2,0
-513766490,358,3,0
1328898784,310,2,0
259613332,689,1,0
411953595,855,7,0
634213904,507,1,0
766093303,105,1,0
1356036630,377,3,0
857538994,56,2,0
-167094731,73,1,0
986362420,125,1,0
2145393235,1892,2,0
-1107110964,669,2,0
-1276090032,696,3,0
1994652424,195,3,0
-2052648601,30,1,0
-1161238334,1635,1,0
-1721029195,697,2,0
1308734666,186,4,0
123182455,151,4,0
-1621118846,37,2,0
326465041,42,1,0
530198121,20,1,0
249381183,82,1,0
279277630,195,5,0
-527564686,129,2,0
-1644752314,84,3,0
1642787651,681,5,0
1377616596,17,1,0
-1880703974,714,2,0
-1687548757,21,1,0
-1260615621,1170,5,0
1780013236,34,1,0
-1652748368,42,1,0
1394056956,110,3,0
312161034,19,1,0
1861158510,137,2,0
1393207036,411,4,0
-1118162170,690,1,0
492268902,95,1,0
-1420904662,612,4,0
673161884,208,1,0
-484655164,71,1,0
-2076009168,147,1,0
1616896814,41,3,0
1958019618,4,1,0
-352285899,191,1,0
1165486766,30,1,0
-1895939969,129,1,0
399705702,326,1,0
1234844868,229,5,0
1045152671,270,6,0
-1055224172,14,1,0
-792750868,223,1,0
1008805929,164,2,0
1416434664,6,1,0
1046222410,166,1,0
-2580052,68,1,0
-1926044056,26,1,0
652221087,39,2,0
787316409,601,2,0
-659763688,25,1,0
-712257898,41,2,0
670735893,104,1,0
-1609854173,219,1,0
-1336327536,205,5,0
286977587,14,2,1
646573910,51,3,0
1232943586,136,2,0
-555941189,16,3,0
916937192,8,1,0
1544717741,548,3,0
-2095125381,48,1,0
995682030,49,1,0
1284497874,364,1,0
804702006,303,1,0
-1858027192,83,2,0
421823895,10,1,0
-1537743794,454,2,0
-1377628117,32,1,0
1851386590,36,4,0
1622333665,43,1,0
-367517365,53,1,0
-1030749519,139,1,0
-838691043,1091,2,0
953337773,80,1,0
-953678193,48,1,0
-588667795,63,1,0
944026211,164,1,0
-1723302407,17,1,0
162602765,536,2,0
1150880608,355,2,0
-1731013434,279,1,0
-1810206879,32,4,0
-1150883752,49,3,0
-1037611218,285,1,0
-2002405850,81,5,0
-335956636,953,6,0
2640961,108,1,0
522046519,16,1,0
-783223189,44,4,0
768873387,70,2,0
-147470130,264,5,0
1108610940,441,2,0
746656391,409,2,0
1350771633,84,5,0
-496194342,88,6,0
1625992085,868,2,0
981904962,46,1,0
1891503066,121,1,0
-1143295192,22,1,0
-193044255,289,1,0
-1052362592,183,1,0
-1935771321,100,2,0
1715449130,501,3,0
564754453,228,3,0
1589583503,143,1,0
1125277391,687,1,0
-91825938,3758,2,1
-1081095733,667,4,0
1698152711,240,3,0
-1416699664,185,2,0
700519787,25,1,0
856580878,1012,4,0
314964611,16,3,0
-1676088509,260,2,0
-801077002,182,3,0
-1844129558,75,1,0
623323477,198,1,0
1573360793,306,4,0
1599518478,864,1,0
364650529,242,3,0
-1011069111,57,2,0
-1367424927,172,1,0
-1199075593,32,2,0
-2005373194,98,3,0
-1000470337,39,2,0
-173608,127,2,0
-1125239816,171,1,0
1545775539,356,1,0
1990428377,109,1,0
-496761371,250,2,0
-481201971,344,2,0
1787466291,123,4,0
-1258745369,252,1,0
1300862133,132,1,0
-1234969016,225,4,0
1800052750,69,5,0
-1861342566,35,1,0
834780149,7,1,0
1070234022,52,2,0
-1425512906,87,1,0
-1371788058,45,2,0
-1746601991,10,1,0
39087076,12,1,0
-635252733,10,1,0
-1312235958,155,3,0
-1568710478,110,3,0
-537789796,77,1,0
-1373694508,28,1,0
1159115545,417,5,0
1410861563,243,1,0
-522447586,99,1,0
-990823469,329,7,0
-168230487,91,1,0
1403996688,14,1,0
-1681151681,221,3,0
-772632635,28,1,0
-1451110562,124,2,0
-861028725,20,1,0
1554969418,16,1,0
1062317234,672,2,0
1405385021,44,4,0
-1194436677,124,3,0
1587189839,13,1,0
156317689,160,2,0
1107694844,206,2,0
-51369050,7,1,0
150434446,35,3,0
-1180509751,417,6,0
58276193,44,2,0
478711120,395,1,0
786512475,23,2,0
-583422772,173,2,0
-1969369317,168,6,0
-893214128,28,1,0
-155221034,34,1,0
1534229888,83,2,0
-169361429,89,1,0
-1574079220,640,4,0
2047721952,871,2,0
-2124516039,124,1,0
-1337488660,73,5,0
172353035,33,1,0
-691547536,122,3,0
-1818984894,37,1,0
1403646405,180,1,0
-1211304033,210,2,0
-345501037,548,1,0
2026149169,1151,2,1
368712865,146,2,0
423629555,84,1,0
345589731,5,0,0
1848785589,579,1,0
-573038044,155,6,0
-1689026708,975,3,0
2077956327,46,2,0
-437535844,190,5,0
-1808988691,131,1,0
-286467697,8,1,0
-913903573,577,1,0
-1313007896,15,1,0
42198755,309,2,0
317933034,1232,5,0
-1540188247,57,1,0
1216004029,211,3,0
1038010669,61,1,0
-1337770069,90,2,0
-1263665110,14,1,0
-2041579047,404,7,0
1852916129,128,3,0
1540387472,22,1,0
994132799,367,1,0
1319307885,356,1,0
275113044,6,1,0
-507556935,664,1,0
574615149,110,3,0
1230651846,286,2,0
-69918433,49,1,0
762066828,34,2,0
1818041139,25,1,0
1812879066,106,4,0
177981116,335,2,0
-1033888451,741,5,0
206734149,1692,4,1
-2030371159,490,4,0
167610382,30,1,0
-1135935901,95,4,0
1400903476,176,2,0
-2119294220,851,2,0
-892044295,113,2,0
-218629365,309,1,0
1466770412,31,2,0
-1981908571,1148,4,1
1282542436,213,1,0
-1073263499,77,1,0
-603066611,379,2,0
2015628505,466,3,0
402199407,18,2,0
500819125,683,1,0
873078676,24,1,0
1649658179,104,2,0
507277187,110,2,0
-2099637407,994,2,0
1310581600,364,3,0
850671864,115,2,0
-881554928,441,5,0
2041761333,42,2,0
1764055220,206,1,0
-1401925754,24,1,0
-560869851,14,1,0
-1648907714,488,3,0
1636382130,53,1,0
1843073627,6,1,0
916219821,45,1,0
692842111,46,6,0
-1850068752,396,2,0
-517490737,25,5,0
1675625217,378,1,0
1529983815,66,1,0
728129495,6,1,0
1455389733,3149,4,0
-611078523,38,1,0
200904360,18,1,0
115430694,137,6,0
1945804711,38,1,0
-1208510871,56,1,0
-126105256,137,1,0
-1141698256,688,1,0
21806920,24,1,0
-1910577096,355,2,0
-486743860,35,1,0
-732917819,878,2,0
-1292519749,82,3,0
938827837,419,1,0
-586693675,48,1,0
2050913,120,2,0
-532291356,156,1,0
-1948999701,74,1,0
-1467551893,164,4,0
1095955103,225,2,0
-851826410,24,1,0
1420204791,82,3,0
1513301212,36,2,0
2096003321,27,1,0
607867979,95,4,0
-915019853,426,2,0
-355678602,750,1,0
815381016,203,1,0
-1747202332,90,1,0
1720883905,46,1,0
-1591109860,20,1,0
1712774890,216,1,0
-1923078042,24,1,0
415139511,27,1,0
504360843,6,1,0
-230047082,229,1,0
-1868411130,189,1,0
220249533,376,2,0
-1637422792,51,1,0
378131084,459,2,1
-1957229593,92,2,0
1182468446,94,1,0
846703142,64,1,0
207867891,103,3,0
-1900801107,192,3,0
718197798,319,3,0
-362853806,134,3,0
2091840851,7,1,0
-74742654,233,2,0
-1936562724,112,1,0
2062032618,102,1,1
-1830856910,584,1,0
-1027018460,100,1,0
-1440610735,148,1,0
-1937575892,263,1,0
146220371,276,1,0
1922507648,42,1,0
1160789519,54,4,0
-1583353562,339,5,0
1672249288,74,1,0
972133366,39,1,0
-1620215730,360,4,0
994942181,40,1,0
-513638540,88,1,0
-1079184596,32,1,0
-1085083986,137,2,1
-1420756656,1432,1,0
768677773,2104,13,0
1267367493,159,1,0
-1269637230,63,3,0
-275898383,514,1,0
1179787637,66,1,0
-1284862692,76,1,0
-365746490,16,1,0
959742243,620,1,0
333631728,13,1,0
-696638940,605,3,0
-1941350042,95,1,0
-852457365,502,2,1
-1892153608,579,1,0
161142614,86,2,0
410387175,29,1,0
1083394162,535,2,0
-1874061025,54,1,0
-1572915572,40,1,0
1488123191,46,1,0
-1669516223,223,1,0
1688362645,75,1,0
-1261641582,12,1,0
606494760,49,9,0
-1250483205,9,1,0
-1308308578,738,2,0
-677517627,16,1,0
681781525,56,1,0
-1186355592,795,2,0
326817344,143,1,0
2116906971,118,2,0
-1806045288,1143,3,0
855622868,72,1,0
206133807,142,1,0
-1711018117,83,2,0
-1834279384,47,4,0
2080815065,32,1,0
1472572090,465,4,0
1436337669,22,1,0
789245191,490,2,0
-1376611768,105,4,0
172647179,72,1,0
-2096807094,24,2,0
-332890597,26,2,0
-1421609865,288,2,0
-871422458,51,1,0
863435465,6,1,0
934644711,92,1,0
-1689384379,31,2,0
2101275251,496,1,0
-756968594,18,1,0
-958860177,95,1,0
-320649094,288,1,0
1470939115,110,3,0
446368855,42,8,0
-2140190677,268,2,0
134984361,37,1,0
1030991511,88,1,0
1984426893,63,1,0
1134447632,107,1,0
-1551687194,125,1,0
497951076,17,1,0
-522067083,193,1,0
1728747964,102,2,0
-1611804758,52,4,0
-1059503804,14,1,0
680747697,113,1,0
-1499939322,40,1,0
1580580888,10,1,0
-1427657374,34,1,0
409966249,188,2,0
-1318225826,235,4,0
-118105445,603,1,0
1418001093,180,1,0
-318529475,39,3,0
-1235196514,87,1,0
-368911370,366,2,0
1215642314,18,1,0
910783447,188,1,0
1632383773,240,2,0
187650828,68,1,0
-1053230614,39,1,0
-230878022,201,3,0
34123075,1145,2,0
-1968580141,389,5,0
660669462,145,1,0
86894695,358,2,0
1139363003,45,1,0
2027570297,120,5,0
1560719358,116,1,0
653899827,58,2,0
-749714353,203,2,0
-1968835378,452,2,0
-1441700826,28,4,0
1777707804,59,1,0
-224130863,32,4,0
-1312856107,353,1,0
-1410662125,98,3,0
381430589,1083,5,0
-1857700034,765,2,0
1998565875,28,5,0
939533525,342,2,0
629755734,10,1,0
549244290,470,2,0
69701631,92,1,0
978296345,48,9,0
-458822911,394,5,0
-270256196,90,1,0
1086719103,109,2,0
-1126357743,81,2,0
-963913519,209,2,1
1164764020,75,3,0
1215518629,18,1,0
477902325,35,1,0
513772639,200,3,0
-1816899790,62,1,0
1615604186,354,1,0
347021286,12,1,0
-1881751771,96,3,0
-549055259,107,2,0
754049759,127,4,0
486065154,37,7,0
-1297517292,198,4,0
1775838877,46,1,0
-824729236,40,2,0
-392185265,131,1,0
322972623,16,1,0
142655819,184,3,0
1862454710,344,1,0
1544352676,13,1,0
-534586382,105,2,0
264214206,335,5,0
-629078102,61,1,0
-1355289990,1261,2,0
-1760023932,122,2,0
669156311,97,2,0
1177537167,30,1,0
-699642373,956,4,0
1600498063,274,3,0
90584786,49,1,0
1542841488,31,1,0
391986217,16,1,0
-2101321785,267,1,0
-322472300,281,2,0
-2126152378,340,1,0
913569035,249,2,0
-1871555092,213,3,0
689313600,645,2,0
1388674789,35,1,0
473030782,110,2,0
-730411074,284,5,0
-142969670,42,1,0
-483018325,21,1,0
1119426075,41,2,0
-856748750,124,1,0
-1948455860,79,1,0
-2003305384,281,1,0
-426686394,25,1,0
1827773851,410,1,0
-1484073757,180,1,0
1064248282,222,5,0
-2025416264,416,1,0
-888746929,403,9,0
-256499993,744,1,0
796943907,124,2,0
511642568,240,1,0
-1682550144,86,1,0
-1762071678,26,4,0
-822080401,26,4,0
544627576,28,1,0
-702404572,44,1,0
1098324426,23,1,0
2132432229,8,1,0
-2005411143,235,3,0
846994930,614,2,0
-1807164569,172,2,0
-1744731060,434,4,0
980080060,6,1,0
1253319460,91,2,0
-308135021,132,1,0
-1329888601,128,3,0
2031470484,31,1,0
-712238082,392,2,0
1575853937,377,2,0
692432938,64,2,0
-1956522293,109,2,0
-1273441822,133,1,0
184618318,23,1,0
-2060179000,914,2,0
1979530083,77,1,0
-1389285905,54,2,0
-204356129,119,1,0
-1480301295,22,1,0
1285497190,54,2,0
1782851905,378,1,0
29505414,505,1,0
2024372029,23,1,0
-964227661,331,3,0
1020823389,153,1,0
627694281,407,8,0
-806943770,41,3,0
1985720734,1165,5,0
-2081495884,306,2,0
-1715980991,378,6,0
-1920792000,9,1,0
-1584782856,201,3,0
-1895319422,469,1,0
-1661837857,47,1,0
-759161127,361,3,0
-1647865578,81,1,0
1755967200,109,1,0
-1248624316,313,3,0
1021493616,149,2,0
-782848934,46,10,0
-199880725,739,1,0
-63931871,129,2,0
-1737723284,378,1,0
-1648727997,66,1,0
-1819798761,332,1,0
-727421612,26,1,0
-606075239,40,3,0
337373521,139,1,0
-1364687858,85,1,0
-218291334,301,1,0
-1080426933,33,1,0
-648658945,76,4,0
537626399,258,3,0
-1139024283,117,4,0
-1714997630,61,1,0
1987746123,60,1,0
1349494492,719,1,0
-921493343,29,1,0
-1112407958,71,3,0
-1074389628,451,3,0
-1594078807,145,2,0
77771483,119,8,0
722307350,118,4,0
-1583379528,47,3,0
621477893,67,2,0
-421610735,961,1,0
-1107379016,111,3,0
1750320404,218,2,0
-422664435,225,8,0
1748165496,54,3,0
1445725203,130,2,0
-1244378446,156,9,0
-1291261608,25,1,0
-404212490,148,1,0
-849785744,7,1,0
1547430485,242,2,0
-1126350611,31,1,0
-358570891,761,1,0
77429855,28,2,0
1203371974,22,1,0
-112000285,6,1,0
1456419870,48,1,0
-1233374595,8,1,0
1349393895,255,1,0
187496936,14,1,0
1050369288,359,1,0
1411086568,42,3,0
-535649326,1199,1,0
-125954445,158,2,0
1877452059,57,11,0
-1997529661,17,1,0
-432569412,90,2,0
-291015786,31,1,0
1492074645,223,3,0
1633144235,5,1,0
-267661712,249,2,0
10948058,875,1,0
-81239301,479,1,0
-537920261,81,2,0
-1232010722,94,1,0
-1466358805,78,2,0
-1282010713,105,1,0
1967179873,152,3,0
1113739806,14,1,0
-65948862,67,1,0
-1621713961,329,4,0
-1589929749,390,2,0
1402943146,494,2,0
895064337,28,1,0
2135099067,326,2,0
-917979030,49,1,0
154982971,329,4,1
626264056,14,1,0
389312784,163,1,0
98156867,398,1,0
632382263,42,2,0
-55089643,950,2,0
-787340630,301,1,0
-1997090006,6,1,0
-1306042617,282,3,0
-2110332308,185,2,0
-283756536,184,2,0
1488073969,42,2,0
-1557854253,133,1,0
1361179672,1031,10,0
1922957700,44,1,0
972165297,89,1,0
533079298,1150,4,0
-1931905384,45,1,0
361557401,78,2,0
-1173978667,368,2,0
2038843976,280,3,0
-61437347,22,1,0
-453051723,165,1,0
-2078746773,33,1,0
794547753,26,1,0
1637456396,24,1,0
1855191925,78,1,0
-733552065,356,2,0
1128578896,30,1,0
-2079649353,65,1,0
-1465524743,100,1,0
1987291621,16,1,0
-1755445002,42,1,0
-1979751814,44,4,0
-1457579136,607,4,0
1822228372,295,1,0
-371837667,110,1,0
885155122,62,1,0
1211938711,105,3,0
-2012946541,186,1,0
179234326,67,1,0
-1485156794,817,4,0
-1463113670,160,3,0
-309100453,111,1,0
-2019719886,70,1,0
170524362,10,1,0
2039736029,31,1,0
1505415052,22,1,0
1651117338,4,1,0
-1282736201,89,1,0
1394407951,622,3,1
1766111876,250,1,0
-941006016,91,2,1
-465793622,331,19,0
-2053289141,31,1,0
2074820535,50,1,0
1407288967,153,2,0
676406348,40,1,0
1657058029,504,2,0
-993254988,116,4,0
-979603468,77,1,0
318300570,313,2,0
-1386701740,118,2,0
-1310477018,97,2,0
405023319,637,7,0
1575847606,1062,2,0
1424992685,37,1,0
-154457474,473,3,0
-859437175,204,2,0
1216559906,196,1,0
-1210987901,120,1,0
-555373840,91,6,0
-1234442942,180,1,0
29040444,405,1,1
-325747528,160,2,0
1935324670,61,2,0
-73969797,12,1,0
-519155508,36,1,0
949322900,120,2,0
-1748651347,390,4,0
-630594894,287,3,0
2091368058,538,2,0
-1355800304,225,4,0
1639822800,46,1,0
860953635,17,1,0
1517421907,257,1,0
1734109137,330,6,0
1105484983,41,7,0
1871070872,10,1,0
212054877,31,1,0
-1696729644,401,1,0
844307839,342,2,0
-1099203489,84,1,0
-1440311441,108,4,0
-803877946,57,1,0
-2028323883,150,2,0
517034115,17,1,0
1264527602,272,4,0
757675700,92,3,0
-1343998208,54,1,0
-1604151207,66,3,0
2054015773,192,2,0
538177275,67,2,0
1221874640,87,3,0
518500043,559,1,0
186645323,10,1,0
1817793912,16,1,0
2097681021,597,8,0
-2098308124,26,1,0
352022215,85,1,0
1517404165,129,1,0
-285293773,134,1,0
1748344787,172,1,0
-1790579283,21,1,0
-1850442718,69,2,0
-83104816,99,3,0
-1685958371,107,0,0
-772393757,77,2,0
774358199,79,1,0
654444250,21,1,0
-411789663,139,6,0
-1087242710,155,3,0
1617230406,133,3,0
549881315,77,1,0
-2073812459,6,1,0
-1978627325,94,1,0
-455370395,124,10,0
997851242,51,1,0
-669228140,69,2,0
-1257566066,814,2,1
466029417,91,1,0
1152858267,706,2,0
-1315324142,353,3,0
385566800,51,1,0
-1249450646,65,1,0
1432188060,35,1,0
838388818,15,1,0
1799266973,206,4,0
-1194041051,79,14,0
735015614,112,2,0
2042287274,449,3,0
806735451,252,1,0
-551393441,201,1,0
399103440,224,5,0
337479480,261,4,0
1223307707,63,2,0
1050186921,244,5,0
259613332,689,1,0
-1835763418,1759,8,0
-2068202192,33,1,0
537394149,114,1,0
339968005,137,1,0
-1201317747,126,1,0
-1893007267,11,1,1
1164285419,94,1,0
1960680856,24,1,0
181179077,2790,6,0
-512672730,30,1,0
-1779556928,104,1,0
1795187405,220,2,0
374625305,75,3,0
-1957367866,35,5,0
693204046,112,1,0
-1942751877,182,1,0
84903289,110,1,0
1647802507,1316,5,0
129351962,197,2,0
1413475810,914,2,0
-1304453321,19,3,0
460716624,132,2,0
-103614151,108,2,0
1672144626,50,1,0
-1862456946,58,1,0
-1969405471,438,2,0
-1871179519,99,3,0
-1508258711,41,1,0
-1024862007,170,1,0
1059964748,73,1,0
1495454846,25,1,0
1172953408,52,1,0
2082992463,30,1,0
-1489813182,102,2,0
1140515487,98,1,0
-179009785,442,2,0
-659710814,44,1,0
-582176673,40,1,0
1167545408,90,1,0
-667861888,17,1,0
-1163182890,32,1,0
354221556,485,2,0
1892857719,221,1,0
1656759734,236,1,0
-1607092367,45,4,0
-527166754,599,2,0
1365332004,112,1,0
-399574121,39,3,0
-2139084428,10,1,0
1085625767,122,1,0
324190341,44,2,0
-542068933,189,1,0
-1937853043,106,1,0
870484998,415,1,0
-175033050,47,6,0
-1911830739,42,1,0
-949061307,26,4,0
-1234606146,527,1,0
1809125667,18,1,0
1642787651,681,5,0
-290747227,264,4,0
564754453,228,3,0
2091840851,7,1,0
1083394162,535,2,0
1615604186,354,1,0
-1802977907,267,5,0
-1355289990,1261,2,0
474724804,412,2,0
-2081495884,306,2,0
1024226738,189,33,0
-1356590700,97,1,0
1633144235,5,1,0
-165012963,68,2,0
-1696729644,401,1,0
1974180759,147,4,0
181179077,2790,6,0
-1663577661,22,1,0
-1429793020,500,6,0
964785847,30,1,0
-2099637407,994,2,0
2084691901,81,9,0
-1910577096,355,2,0
-1244072497,86,9,0
-314012871,327,1,0
-1269637230,63,3,0
959742243,620,1,0
-1115009337,30,1,0
-54939566,294,1,0
-1611804758,52,4,0
-1802977907,267,5,0
-321888574,103,1,0
-256499993,744,1,0
-648658945,76,4,0
-358570891,761,1,0
177622149,55,4,0
2085310090,278,2,0
-806812836,229,1,0
1475541087,39,1,0
1221874640,87,3,0
986362420,125,1,0
-1107110964,669,2,0
1994652424,195,3,0
1308734666,186,4,0
123182455,151,4,0
1829152007,73,2,0
279277630,195,5,0
-1354319404,13,0,0
1861158510,137,2,0
1393207036,411,4,0
-1420904662,612,4,0
-352285899,191,1,0
399705702,326,1,0
-792750868,223,1,0
1008805929,164,2,0
-2580052,68,1,0
-1926044056,26,1,0
787316409,601,2,0
1284497874,364,1,0
421823895,10,1,0
-838691043,1091,2,0
-1731013434,279,1,0
746656391,409,2,0
1350771633,84,5,0
-1935771321,100,2,0
1125277391,687,1,0
-91825938,3758,2,1
1698152711,240,3,0
1573360793,306,4,0
-521605091,95,1,0
1599518478,864,1,0
1503416597,95,1,0
364650529,242,3,0
-1488996745,103,1,0
-1367424927,172,1,0
1545775539,356,1,0
-481201971,344,2,0
1300862133,132,1,0
-1145410692,166,12,0
1070234022,52,2,0
-1312235958,155,3,0
1159115545,417,5,0
1410861563,243,1,0
-990823469,329,7,0
-1681151681,221,3,0
-861028725,20,1,0
1062317234,672,2,0
156317689,160,2,0
217897709,18,1,0
-641842085,452,1,0
-169361429,89,1,0
-1574079220,640,4,0
2047721952,871,2,0
-1279627324,53,1,0
2026149169,1151,2,1
1848785589,579,1,0
-1689026708,975,3,0
-1110455146,77,1,0
994132799,367,1,0
1319307885,356,1,0
574615149,110,3,0
762066828,34,2,0
1818041139,25,1,0
206734149,1692,4,1
-2119294220,851,2,0
1466770412,31,2,0
-1981908571,1148,4,1
500819125,683,1,0
507277187,110,2,0
-2099637407,994,2,0
-881554928,441,5,0
-1648907714,488,3,0
692842111,46,6,0
-1208510871,56,1,0
-126105256,137,1,0
-1141698256,688,1,0
-1910577096,355,2,0
-1948999701,74,1,0
-1467551893,164,4,0
-2092947570,1918,4,0
520258496,34,1,0
1720883905,46,1,0
1712774890,216,1,0
1393007780,6,0,0
415139511,27,1,0
-1868411130,189,1,0
220249533,376,2,0
-1637422792,51,1,0
718197798,319,3,0
-362853806,134,3,0
-1830856910,584,1,0
-1583353562,339,5,0
-1620215730,360,4,0
-513638540,88,1,0
-1269637230,63,3,0
959742243,620,1,0
-852457365,502,2,1
-1892153608,579,1,0
1083394162,535,2,0
-1669516223,223,1,0
1688362645,75,1,0
206133807,142,1,0
1472572090,465,4,0
789245191,490,2,0
943121562,287,16,0
1999299444,51,2,1
-2140190677,268,2,0
-1611804758,52,4,0
-1439585748,53,1,0
-118105445,603,1,0
-368911370,366,2,0
1632383773,240,2,0
-230878022,201,3,0
-1158304317,52,1,0
2027570297,120,5,0
653899827,58,2,0
-1410662125,98,3,0
-1557698188,283,3,0
1086719103,109,2,0
754049759,127,4,0
-1355289990,1261,2,0
-313781711,220,1,0
-699642373,956,4,0
1600498063,274,3,0
913569035,249,2,0
689313600,645,2,0
-730411074,284,5,0
-737712091,61,1,0
1064248282,222,5,0
